iter,wall_time_global,dx_global,du_global,eps_x_global,eps_u_global,obj_global
1,0.06199640000704676,257.0447431868623,41127.15890989797,2.6078640057363627,411.30900567284743,960922334.0875001
2,0.10685579999699257,3.1622776601683795,21298.835648926914,2.6081752167589776,619.4592437643536,960905000.1031251
3,0.16719120000198018,2.0,15696.121336177292,2.608486390111554,733.9032779545427,960896699.3218751
4,0.21835379999538418,37.78888725538237,18254.709259702002,2.6205542008632503,824.9691539012662,960885957.1343751
5,0.2856960000062827,60.43177971895251,24413.120840839932,2.713533163256176,1005.0718058525694,960818330.1812501
6,0.349703200001386,47.286361670147556,19595.441467987424,2.843231963375752,1111.0442969539818,960760224.7125001
7,0.45782450000115205,53.36665625650534,21821.39206289324,3.0502225749238976,1235.2816239308916,960727754.0093751
8,0.531499899996561,41.036569057366385,29498.917775621216,3.2562673004470257,1331.2511410550992,960684541.1187501
9,0.5992217000020901,46.79743582719036,23194.299928198754,3.3378710880218128,1450.467172860992,960639619.2437501
10,0.6593983000057051,30.0,16505.736134467086,3.455018071994752,1528.8867080533516,960614228.6187501
11,0.7172131999977864,95.51963149007642,54021.07360248033,3.5778120320051494,1589.725116303938,960539765.7281251
12,0.7751783999992767,107.17275773255068,84554.73451748968,3.7051951931412637,1956.047303776947,960621064.5562501
13,0.8371192000049632,67.43886120034946,46234.0892501618,3.6102026016057565,2281.9023136748456,960608857.5250001
14,0.8987907999980962,93.60555539069249,35791.38542339219,3.5742230429864557,2498.7746903607563,960530488.3843751
15,0.9723034000053303,123.83860464330176,50181.146806645134,3.7165740861251315,2737.21678126094,960435273.5406251
16,1.0222434000024805,68.10286337592568,31379.053895839217,3.9282519597456877,2906.4797641500836,960354951.2750001
17,1.0901789000054123,75.49834435270749,27170.218057170496,4.048376558709274,3080.6642350150773,960321015.7281251
18,1.1385163999948418,56.85068161420758,25040.07121797688,4.244458289848222,3248.155974082576,960235322.3687501
19,1.1859890000050655,31.496031496047245,19991.892485995624,4.4058258953485,3376.120233193549,960187959.0875001
20,1.2475604999926873,38.52272056851645,17423.72916168873,4.599345990244104,3497.8751336604228,960132295.0250001
21,1.3157757000008132,89.54328562209453,15364.309264621555,4.758793491674663,3603.732114476424,961070342.3687501
22,1.4363731000048574,83.17451532771321,15078.325709696579,4.903359442418499,3711.0289472012323,968055496.2281251
23,1.5421566000004532,88.73556220591607,17736.21355858432,5.061637906571943,3833.6428832811316,981085416.7906251
24,1.6206631999957608,87.0976463516667,18608.15926944336,5.150673852745852,3944.3288936850226,990165862.6656251
25,1.6745167000044603,72.53964433328854,18939.27616016286,5.187698119569878,4050.2077404337447,993042403.1031251
26,1.8204585000057705,84.581321815162,20020.53043479795,5.297131395034377,4124.785952851077,994958720.3531251
27,1.8789741999935359,179.04189453868054,21005.071587151193,5.837416573867739,4151.750668103633,997018978.9781251
28,1.9502188000042224,248.15317850069945,25562.87437271741,5.837416573867739,4174.993187069378,998717788.1968751
29,1.9970392999966862,124.77179168385777,26879.092773470584,5.837416573867739,4186.533448866848,999975761.3531251
30,2.06310339999618,34.438350715445125,20227.654026454005,5.837416573867739,4203.076318357496,1000887482.4625001
31,2.132870500005083,33.85262175962151,11313.16155683017,5.837416573867739,4210.790160843632,1001628590.2281251
32,2.1866058000014164,42.661458015403085,14793.198044351207,5.837416573867739,4204.049110566416,1002111479.1187501
33,2.2368783999991138,37.603191353926334,10788.822037499802,5.837416573867739,4209.418841070051,1002390938.2281251
34,2.367426600001636,110.75197515168747,13076.21936177978,5.837416573867739,4212.636651994316,1002599983.2437501
