iter,wall_time_global,dx_global,du_global,eps_x_global,eps_u_global,obj_global
1,0.12299499999789987,257.0447431868623,41425.17109198223,2.6078640057363627,414.28912749369005,960922334.0875001
2,0.18578110000817105,18.439088914585774,24136.080874905932,2.6148183663711904,645.5514133237446,960907929.7906251
3,0.28419570000551175,35.749125863438955,25043.434269285033,2.636531807942597,878.1502567031988,960845918.0718751
4,0.3464000000094529,19.339079605813716,31686.726716402878,2.6573784056507903,1126.599933702855,960809296.9781251
5,0.4121808000054443,20.0,26102.53989677058,2.667359539028771,1334.231013845268,960778535.2593751
6,0.4879350999981398,21.72556098240043,25260.073215019092,2.7037248831223164,1539.3010343469898,960751923.9312501
7,0.5745502000063425,26.758176320519304,23846.56317775425,2.69967125740198,1747.3506533748712,960787080.1812501
8,0.624165000001085,23.57965224510319,26660.733203464024,2.673663906725565,1974.0524721474942,960854462.9937501
9,0.6888147999998182,39.42080668885405,22780.78137378084,2.6515321030668604,2190.401988884,960953828.2281251
10,0.7359186999965459,30.265491900843113,23779.37340041588,2.6411446702710486,2423.7213010577207,960990205.1812501
11,0.8349056000006385,20.784609690826528,20090.0771526642,2.6300214415635477,2606.9896857536733,961614654.6812501
12,0.9141880000097444,31.843366656181317,20203.955135690634,2.6478571497092966,2770.9038675972183,963416124.2437501
13,0.9832228000013856,51.31276644267,23512.233684031384,2.681693412627252,2992.49798388411,970999747.1031251
14,1.0437309999979334,64.60650122085238,18855.537813862535,2.743890294412611,3171.878285804107,981895150.9156251
15,1.1077553000068292,75.20638270785267,16394.58542476753,2.8864163983675586,3295.325696457967,994793805.7281251
16,1.1915531999984523,61.318838867023565,19118.04728683784,3.141897206759496,3468.745121860868,1004216454.8531251
17,1.2512032000086037,68.74590896918885,19070.01174555328,3.488966950147941,3642.647519395367,1010203768.1812501
18,1.3046005000069272,70.31358332498779,21489.19288081675,3.9106581103588476,3766.5530139015355,1015657208.1812501
19,1.3524104000098305,63.74950980203691,20035.031997201957,4.397301893460447,3871.217745201435,1021417695.1812501
20,1.4205605000024661,68.47627326307996,14051.645821011163,4.896614038470305,3962.9118931715348,1028473081.2125001
21,1.4897658999980194,69.82120021884471,12406.538197219339,5.42044546102783,4038.265489934051,1035296859.6968751
22,1.666377100002137,74.54528824815154,11765.048802202027,5.5400432193889495,4097.86597685231,1043202830.0875001
23,1.7135500000003958,70.12845356914696,11184.775366541788,5.837416573867739,4137.232225131805,1048479594.1812501
24,1.8033033000101568,52.230259428802384,11720.972655884834,6.002741376424596,4150.720448125647,1053027070.8531251
25,1.856078199998592,44.294469180700204,13069.866583098697,6.180534674637087,4145.787375374714,1057999717.6343751
26,1.9344994999992196,53.2634959423431,12612.65413215642,6.442008676414162,4214.449838940781,1063724946.7906251
27,2.0336785999970743,49.58830507286975,10463.286812605853,6.701296824892664,4281.466464390687,1069046490.2125001
28,2.091128200001549,59.0592922409336,11752.1670346223,7.052778289417409,4337.7055893549195,1075654387.74375
29,2.1673512999986997,67.30527468185537,9896.866657493412,7.488423217268347,4392.166965293552,1083212438.05625
30,2.225490600001649,75.70336848516055,9753.37890639178,8.008790357601633,4447.940932157332,1091485473.0875
31,2.2936942000087583,79.19595949289332,10852.041282898255,8.580226416068372,4495.5152348004685,1100203555.2125
32,2.402163999999175,75.37904218017101,12436.712789215324,9.129534039013029,4542.538756534309,1108636318.853125
33,2.4734009000094375,50.457903246171455,13310.747126382501,9.460940330934413,4582.985206797688,1114632319.65
34,2.53192300000228,42.2965719651132,11266.135065602855,9.639848557485223,4625.055421026515,1119203335.415625
35,2.6094450000091456,54.433445601027316,8068.519060465902,9.860257303514128,4665.451189491204,1123891253.5875
36,2.6862028000032296,48.28043081829324,8423.302497077699,10.017221181173435,4703.244785460906,1127355663.384375
37,2.765674599999329,44.19275958796871,7890.755270525049,10.11741657386774,4742.57080230278,1130564295.7125
38,2.81538339999679,41.36423575989287,7438.3470105931465,10.218276066071725,4780.781625612178,1133926939.821875
39,2.8832507000042824,36.78314831549904,7304.909415078328,10.293312439173706,4814.294743001885,1137154370.978125
40,2.9419147000007797,40.92676385936225,6934.454765201443,10.219287718210513,4850.683310234921,1138616953.665625
41,2.9886880999983987,30.0,6629.054191410434,10.201092090136449,4884.506467786429,1140681036.634375
42,3.0516081000096165,50.714889332423866,5147.8650786674725,10.104854182316078,4917.515309816967,1142757326.634375
43,3.1778424000076484,49.71921157862421,6320.034411855762,9.951764762225862,4950.813298852343,1143046551.36875
44,3.234454600009485,46.486557196677836,6874.854270583505,9.902445717261083,4981.814632214565,1144633848.9625
45,3.287770199996885,37.067505985701274,7339.864120706872,9.854819489099446,5019.104286657831,1145323097.321875
46,3.342816100004711,33.689761055846034,7038.550987241621,9.888949449517092,5058.555562928533,1147179844.259375
47,3.4060518000042066,27.586228448267445,6441.62246642878,9.961951827470298,5101.026847783458,1149165944.775
48,3.457747100008419,28.61817604250837,5504.489644826303,10.037311573316483,5127.598422706199,1154411860.990625
49,3.507415600004606,27.60434748368452,4616.157806079099,10.146011926338824,5139.075091041441,1163028458.1375
50,3.507415600004606,23.68543856465402,4479.953354183955,10.230590760547765,5136.341866881969,1171994458.5343752
