iter,wall_time_global,dx_global,du_global,eps_x_global,eps_u_global,obj_global
1,0.12711980000312906,257.040852784144,20563.268222731524,2.60782510170918,205.67009880118297,960922578.2281251
2,0.20634600000630599,295.44034930929797,13878.559003008922,2.6082919111799168,427.50325146596765,960903535.2593751
3,0.28612940000311937,296.82654867784316,277.1281292110204,2.6082919111799168,660.294336264983,960900117.2906251
4,0.3541979000001447,297.09762705211904,160.0,2.60801961595728,895.7073557813864,960906220.8062501
5,0.5427307000063593,296.53836176791697,211.66010488516724,2.60782510170918,1131.6868322499417,960921357.5250001
6,0.6163599000137765,295.4301948007346,320.0,2.6076694797118316,1367.3116099966792,960939179.7906251
7,0.6829681000090204,294.057817444121,309.83866769659335,2.6075916651796134,1602.1488234366989,960956025.4937501
8,0.7777942000102485,293.2814348028187,277.1281292110204,2.6076694797118316,1836.491042451744,960968232.5250001
9,0.8329200000007404,292.69096330430153,211.66010488516724,2.6077472918882822,2070.4309250644637,960973115.3375001
10,0.8953649000031874,292.69096330430153,423.3202097703345,2.6077472918882822,2304.4140524561185,961312246.3531251
11,0.9587532000005012,291.0377982324633,1882.9763673503712,2.6077472918882822,2537.088176807096,963670884.1968751
12,1.0210249000083422,283.645906016639,4291.75954592053,2.608680854333674,2763.3837937043204,973279730.7125001
13,1.1439090000058059,271.7866810570378,6110.973735829667,2.616524946930027,2978.9562002938937,987265948.5250001
14,1.2035234000068158,258.17242300447197,6789.639165669999,2.648967837006183,3181.7082229270327,1002154711.6968751
15,1.3388477000116836,245.39763650043577,5516.52064257898,2.728587322816977,3372.0095161025693,1008769708.9937501
16,1.4776253000018187,233.92947655222932,5583.9770773168475,2.872870682119185,3553.6833415360043,1013084703.1500001
17,1.5330274000007194,223.37860237721964,6423.457013166664,3.0690827824071953,3727.67619735722,1017685015.7906251
18,1.6120355000020936,213.32135383031863,6958.160676500651,3.29204404871029,3893.491533421786,1022628609.8375001
19,1.677039700007299,202.7732724004818,7346.509375206704,3.567940614290068,4050.4265139322933,1027847024.3218751
20,1.740526100009447,190.3444246622422,7627.738852372962,4.030610784020809,4197.4703844722235,1033673775.0250001
21,1.792322500012233,176.15334229017625,7498.266466324067,4.451609591849622,4333.606033776092,1040112279.9156251
22,1.8644636000099126,162.75748830699004,7496.986061078145,4.85750993395943,4458.626108077044,1046819990.0093751
23,1.9138929000037024,150.45265035884213,7203.998889505745,5.305243450294109,4572.8922797856885,1053391998.8687501
24,1.9701775000139605,141.56623891309678,6965.974447268666,5.750638081913791,4677.361643094839,1059628294.6812501
25,2.0638158000074327,133.32291625973383,6711.42309797259,6.153828920987578,4772.788070023093,1065393176.2125001
26,2.1249065000010887,122.99593489217439,6414.982462953426,6.524395840059362,4860.417121905541,1070750954.0406251
27,2.21674350000103,116.2067123706716,6290.055643633052,6.870249075839378,4940.911120687341,1075905302.0875
28,2.2939045000093756,111.86152153444007,6065.245254727957,7.207353812086774,5014.778694047712,1080986794.634375
29,2.359745700014173,108.00925886237717,5658.551051285125,7.527503355741498,5082.012087899966,1086805817.50625
30,2.419152300004498,102.96601381038309,4959.354796745238,7.782989502967304,5133.5861774214745,1098089200.278125
31,2.4768656000087503,97.60635225229964,4468.556814006061,7.968034456479409,5168.699912810201,1110762675.703125
32,2.528896200004965,91.57510578754469,4238.490297263874,8.148039238003951,5190.020692076786,1123229303.3781252
33,2.639953800011426,85.88364221433555,4035.046468133917,8.319113259933946,5209.973462246598,1127452634.74375
34,2.7780141000112053,80.18728078691782,3907.73591738234,8.48366426145067,5228.645613790408,1131172232.134375
35,3.0152322000067215,75.70336848516055,3806.520721078502,8.633671572412164,5245.926809231704,1134683516.93125
36,3.0758202000142774,71.11258679024411,3695.6190279843513,8.772455211446855,5261.928726739824,1138054705.9625
37,3.2329477000021143,67.22350779303324,3566.9594895372725,8.901586021706606,5276.602238501103,1141223685.915625
38,3.3706076000089524,62.67375846396959,3446.5054765660825,9.021591549901988,5289.747760250541,1144453802.61875
39,3.429091800004244,59.724366886556446,3197.9993746090695,9.13745503532492,5302.008431206067,1147545532.540625
40,3.489184900012333,58.35237784358063,3040.0,9.252295846001477,5313.3603843596575,1150498875.68125
41,3.5411364000028698,57.42821606144492,2742.2618401604177,9.360077138320356,5323.776012710985,1153246103.49375
42,3.5938920000044163,55.991070716677676,2509.5019426172994,9.458446241584532,5333.236321546379,1155718999.15
43,3.6464589000097476,55.17245689653489,2290.8513701242164,9.545281739087532,5341.873086079248,1157854472.775
44,3.7425050000019837,54.24020648928247,2165.9178193089415,9.618543856186871,5349.575265771684,1159713172.8375
45,3.8034495000028983,53.68426212587819,1962.8550634216476,9.686566795519386,5356.490212968139,1161430068.15
46,3.903217000013683,52.85830114561004,1865.9046063504961,9.745557487554562,5362.995943357382,1163279246.728125
47,3.9791871000052197,50.813384063650005,1741.7232845661792,9.803894956580722,5369.085361973499,1165123786.634375
48,4.065191600006074,48.49742261192856,1653.118265581746,9.857737342559565,5374.725470777572,1166903527.68125
49,4.158072700010962,46.22769732530488,1603.9950124610737,9.904883320708086,5379.800325847845,1168546835.071875
50,4.3132126000127755,43.58898943540674,1401.7132374348184,9.948925036256298,5384.083359914248,1169984027.134375
51,4.390522900008364,41.048751503547585,1453.272169966796,9.984521680379885,5387.987230742519,1171282832.415625
52,4.508655900004669,38.3275357934736,1341.0443691392168,10.01646963515567,5391.503502899553,1172376254.790625
53,4.5672212000063155,36.27671429443411,1403.9943019827394,10.04033614767218,5394.239400185531,1173399018.93125
54,4.634559800004354,34.161381705077446,1341.0443691392168,10.063337977908368,5396.723925905311,1174418365.103125
55,4.720874500009813,31.448370387032774,1302.3056476879765,10.084998372489734,5399.072945258597,1175374133.11875
56,4.874643900009687,28.687976575562104,1294.9131244990917,10.103642281649181,5401.140237294836,1176326971.446875
