iter,wall_time_global,dx_global,du_global,eps_x_global,eps_u_global,obj_global
1,0.08687229999941337,257.0447431868623,41127.15890989797,2.6078640057363627,411.30900567284743,960922334.0875001
2,0.17171519999919838,3.1622776601683795,41448.12178242637,2.6081752167589776,646.5152274298048,960905000.1031251
3,0.2575809999998455,2.0,29601.789000745306,2.608486390111554,883.7400740186184,960896699.3218751
4,0.3428305999996155,55.02726596879042,31464.099836257654,2.608486390111554,1164.8179594483147,960908906.3531251
5,0.42831289999958244,51.16639522186413,23893.204485074722,2.6274744882781493,1372.0409162694677,960927705.1812501
6,0.5139086999997744,51.94227565288221,41245.24930813471,2.6890575752101156,1590.0787540121792,960905976.6656251
7,0.6006151999999929,53.103672189407014,43002.36203593585,2.779058417726999,1830.1632735164974,960855927.8375001
8,0.6867358999998032,46.08687448721165,28983.22491653577,2.850208780910414,2029.625851782803,960806855.5718751
9,0.7721843999997873,61.106464469808756,22546.011435298817,2.9712877366831756,2197.3751915119947,960740937.6031251
10,0.8590405999993891,59.81638571495272,18780.431991499918,3.0623793835564803,2324.812335866474,960668427.8375001
11,0.9451849999995829,116.3958762156117,42155.370228068845,3.2246724468719763,2535.9019055528784,960611543.0718751
12,1.0311320999999225,82.29216244576394,26825.419323504833,3.4225901292412306,2702.960106668316,960570283.3062501
13,1.116039799999271,70.49822692805827,25138.40575128455,3.662054486818494,2875.0530264211993,960538789.1656251
14,1.2013577999996414,39.84971769034255,21116.223799972628,3.8881827314005495,3043.8332069371822,960529755.9625001
15,1.285601399999905,27.85677655436824,19346.74229862544,4.07382586926879,3199.476446287782,960525849.7125001
16,1.3706599999995888,27.964262908219126,18661.023815702472,4.179662341564292,3357.753799627129,960535859.4781251
17,1.4555812999997215,116.26693425045661,38516.282901136496,3.8818931312159566,3512.818326410607,960581269.6343751
18,1.5410728999995627,88.78062851771213,21012.297814951853,3.314091717973423,3659.300484348433,960661836.0406251
19,1.6254017999999633,58.70264048575669,15357.198750531028,3.0384830509721703,3793.6817123689684,960698457.1343751
20,1.7105083999995259,102.07840124139877,21153.69472111544,3.2597759579216037,3918.9863572055538,960806123.1500001
21,1.7969661999995878,109.66312051004202,25650.10721225157,3.72333572653509,4028.26493627629,961882008.3531251
22,1.8830532999991192,111.31486872830601,26320.395133812108,4.239297105248897,4122.444515851061,964701400.1968751
23,1.9697161999993114,93.43446901438462,25243.676435891823,4.783867879843605,4200.655350118351,968507423.3687501
24,2.055009499999869,103.85566907973777,22420.883122660445,5.340887135679127,4262.521646938354,972742522.9000001
25,2.1420099999995728,101.47906187977893,20853.93008523813,5.787633961062766,4304.766519798785,980792026.7125001
26,2.2287955999991027,83.83913167489273,20648.680345242406,5.837416573867739,4321.190525751765,991815991.0406251
27,2.3163707999992766,82.14012417813842,19867.81316602308,5.837416573867739,4317.715271295285,1003168934.0718751
28,2.403113299999859,89.72736483370053,18819.47927016048,5.837416573867739,4303.985591107492,1016013329.0250001
29,2.4883850999995047,82.94576541331088,18417.77402402364,5.837416573867739,4288.965117915769,1025983462.7125001
30,2.5738588999993226,70.58328414008518,16600.33734596981,5.837416573867739,4279.934270682974,1033899015.2281251
